,Blind_Assessment,Origin
1696,"berry- and chocolate-toned. strawberry, baking chocolate, cashew butter, lemon zest, elm in aroma and cup. sweetly tart with juicy acidity; satiny-smooth mouthfeel. the rich-toned finish consolidates to notes of lemon zest, baking chocolate and cashew.",colombia
1697,"evaluated as espresso. sweetly tart, fruit-toned. tangerine zest, tamarind, cocoa powder, molasses, sandalwood in aroma and small cup. plush, syrupy mouthfeel; chocolaty, tangy-fruit finish. the milk shot is bright, balanced, and juicy, leading with notes of cocoa powder and tamarind, rounding to molasses in the long.",ethiopia
1698,"deep-toned, richly sweet. dark chocolate, salted caramel, dried persimmon, pistachio, cedar in aroma and cup. sweet structure with gentle acidity; full, syrupy smooth mouthfeel. chocolaty finish supported by salted caramel and pistachio.",guatemala
1699,"balanced, sweet-toned, floral. tea rose, cocoa nib, pear, almond, oak in aroma and cup. sweet structure with balanced, poised acidity; satiny-smooth mouthfeel. the floral-toned finish that leads with notes of tea rose and almond with hints of pear.",rwanda
1701,"crisply sweet, spice-toned. pie cherry, oak, baking chocolate, freesia-like flowers, sandalwood in aroma and cup. sweet in structure with citrusy acidity; syrupy-smooth mouthfeel. the finish centers around tart stone fruit and aromatic wood notes, with a hint of spicy florals underneath.",colombia
1702,"richly fruit-forward, deep-toned. black cherry, chocolate fudge, tangerine zest, amber, cedar in aroma and cup. lively, high-toned acidity; very full, syrupy mouthfeel. crisply sweet-tart, cherry-toned finish.",colombia
1703,"balanced, crisply sweet. dark chocolate, pistachio, date, wisteria, fresh-cut oak in aroma and cup. sweet-toned with gently bright acidity; crisp, velvety mouthfeel. a sweet finish consolidates to notes of dark chocolate and pistachio.",colombia
1704,"chocolaty, delicately fruit-toned. baking chocolate, strawberry, lime zest, oak, narcissus in aroma and cup. sweet, gentle acidity; very full, creamy mouthfeel. baking chocolate and strawberry are front and center in the inviting finish.",ethiopia
1705,"richly sweet-savory. caramel, guava, rose hips, hop flowers, pink peppercorn in aroma and cup. balanced, bittersweet structure with sweetly brisk acidity; plush, syrupy mouthfeel. spice-toned finish consolidates to notes of pink peppercorn and caramel.",hawaii
1706,"complex, multi-layered. almond brittle, black cherry, dark chocolate, narcissus, mustard seed in aroma and small cup. sweetly savory with juicy acidity; syrupy-smooth, lively mouthfeel. resonant, long, flavor-saturated finish consolidates to suggestions of black cherry and almond brittle.",kenya
1707,"richly sweet, gently tart. wisteria, pomegranate, fresh-cut fir, brown sugar, grapefruit zest in aroma and cup. brisk acidity; very full, satiny mouthfeel. the finish consolidates to notes of fir, brown sugar and grapefruit zest.",ethiopia
1708,"brightly sweet, high-toned. pink grapefruit, cocoa nib, red plum, maple syrup, fresh-cut oak in aroma and cup. sweetly tart structure with juicy acidity; very silky, vibrant mouthfeel. the finish centers around notes of cocoa nib and pink grapefruit.",ethiopia
1709,"balanced, delicately fruit-toned. dried apricot, caramel, coriander, oak, milk chocolate in aroma and cup. sweet-toned structure with gently brisk acidity; plush, syrupy mouthfeel. the finish centers around notes of caramel-toned apricot with chocolate undertones.",honduras
1710,"intensely aromatic, delicately fruit-forward. milk chocolate, orange zest, cedar, candied apple, hint of narcissus in aroma and cup. gently brisk acidy; full, syrupy mouthfeel. fruit-toned chocolate in the crisp finish.",kenya
1711,"sweetly floral and berry-driven, balanced. narcissus, blueberry, honey, nutmeg, milk chocolate in aroma and cup. sweet-tart structure with round, gentle acidity; plush, syrupy-smooth mouthfeel. finish leads with notes of blueberry and narcissus in the short, consolidating to milk chocolate in the long.",ethiopia
1712,"balanced, richly sweet-tart. lychee, orange zest, amber oil, cocoa nib, narcissus-like flowers in aroma and cup. sweet-toned structure with poised acidity; syrupy-smooth mouthfeel. the floral-toned finish centers around amber and orange zest suggestions.",burundi
1713,"deeply sweet, cocoa-toned. dark chocolate, dried persimmon, hazelnut, wisteria, maple syrup in aroma and cup. balanced, brisk but sweet structure with rounded acidity; satiny-smooth mouthfeel. the finish is thoroughly chocolaty with undertones of persimmon and hazelnut.",ethiopia
1714,"crisply floral-toned, very lively. star jasmine, wild raspberry, honey, dark chocolate, hint of shishito pepper in aroma and cup. sweet-tart structure with delicate, juicy acidity; full, syrupy-smooth mouthfeel. the flavor-saturated finish fulfills the promise of the cup.",ethiopia
1715,"deeply aromatic, tropical fruit-toned. guava, lychee, ginger blossom, cocoa nib, agave syrup in aroma and cup. sweetly tart structure with bright, juicy acidity; delicate, silky-smooth mouthfeel. quietly fruit-centered finish with hints of cocoa nib.",hawaii
1716,"sweetly savory, rich-toned. pipe tobacco, golden raisin, lilac, almond, baking chocolate in aroma and cup. crisply sweet structure with winy acidity; very full, creamy mouthfeel. the finish centers on notes of golden raisin and pipe tobacco.",ethiopia
1717,"intensely fruit- and spice-toned. lychee, hibiscus flowers, cocoa nib, lemon verbena, a hint of cumin in aroma and cup. sweet-savory structure with gently lively acidity; syrupy-smooth mouthfeel. the fresh, crisp finish centers around lychee, hibiscus and cocoa nib.",nicaragua
1718,"juicy, bright, deeply sweet-savory. candied violet, black cherry, honey, almond butter, cedar in aroma and cup. richly sweet structure with bright, phosphoric acidity; satiny-full mouthfeel. juicy in the short finish with notes of honey and black cherry in the long.",kenya
1719,"richly floral, resonantly fruit-toned. apricot blossom, bing cherry, amber, cocoa nib, black sage in aroma and cup. sweetly tart structure with gently bright, floral-driven acidity; buoyant, silky mouthfeel. the finish centers around notes of bing cherry, apricot blossom and amber.",colombia
1721,"richly bittersweet, complex. dark chocolate, sassafras, honey, pear, cashew in aroma and cup. bittersweet structure with pert acidity; satiny-smooth mouthfeel. the quiet, balanced finish centers around suggestions of dark chocolate and cashew.",guatemala
1722,"evaluated as espresso. dark chocolate, concord grape, scorched sugarcane, sandalwood, wisteria in aroma and small cup. viscous, syrupy mouthfeel; richly chocolaty, sweetly smoky finish with floral depth. in three parts milk, decadent perfection: layers of undulating chocolate, wisteria and scorched sugarcane carry far into the long finish.",ethiopia
1723,"richly aromatic, deep-toned. wild strawberry, lemon curd, roasted almond, narcissus, tangerine zest in aroma and small cup. bright and juicy with sparkling acidity; full, satiny mouthfeel. the long finish centers around notes of lemon curd and almond.",colombia
1724,"sweetly citrusy, floral-toned. violet, pink grapefruit, baking chocolate, fresh-cut fir, cane sugar in aroma and cup. sweet-tart structure with brisk acidity; crisp, satiny mouthfeel. the quiet finish consolidates to notes of pink grapefruit and fresh-cut fir.",ethiopia
1726,"very sweet, orangey and chocolate-toned. ripe mandarin orange, dark chocolate, hazelnut, freesia-like flowers, cedar in aroma and cup. sweet structure with tart, citrusy acidity; crisp, satiny mouthfeel. sweetly citrusy, wood-framed finish with undertones of dark chocolate.",colombia
1727,"high-toned, juicy-bright. pineapple, cocoa nib, lemon verbena, myrrh, narcissus in aroma and cup. sweet-tart structure with bold, balanced acidity; syrupy-smooth mouthfeel. fruit- and cocoa-toned finish supported by narcissus-like floral notes.",colombia
1728,"intensely aromatic; chocolaty and fruit-toned. dark chocolate, framboise, molasses, sandalwood, gardenia in aroma and cup. richly sweet structure with winy acidity; very full, satiny mouthfeel. the finish leads with notes of dark chocolate and framboise, quieting to sandalwood-toned molasses in the long.",colombia
1729,"elegant, high-toned, stone fruit-driven. apricot, honeysuckle, cocoa nib, pink peppercorn, lime zest in aroma and cup. sweetly tart with juicy, bright acidity; plush, syrupy-smooth mouthfeel. floral- and cocoa-toned finish.",ethiopia
1730,"evaluated as espresso. delicately sweet, richly tart. mango, cocoa nib, marzipan, narcissus, a hint of dill in aroma and small cup. very syrupy mouthfeel; cocoa-driven finish with undertones of mango. fruit-forward and high-toned in three parts milk.",guatemala
1731,"intensely fruit-driven, richly sweet-tart. raspberry jam, maple syrup, cocoa nib, fresh-cut fir, jasmine in aroma and cup. sweet-toned structure with gently tart acidity; plush, syrupy mouthfeel. fruit-toned finish with undertones of maple syrup and fir.",ethiopia
1732,"delicately bright, balanced, crisply sweet. bing cherry, cocoa nib, lemon yogurt, lavender, fresh-cut oak in aroma and cup. sweetly tangy with gently lactic, savory-edged acidity; silky, buoyant mouthfeel. a fruit-driven finish is supported by cocoa nib with a continued gentle lactic tang.",ethiopia
1733,"fruit-toned, deeply floral. raspberry, wisteria, honey, pink peppercorn, dark chocolate in aroma and cup. sweetly tart structure with crisp, juicy acidity; full, satiny-smooth mouthfeel. the finish is driven by notes of raspberry and dark chocolate.",ethiopia
1734,"brightly sweet, richly resonant. red grape, cashew butter, agave syrup, fresh-cut oak, honeysuckle in aroma and cup. sweet structure with juicy acidity; lightly satiny mouthfeel. the finish centers around suggestions of cashew and grape.",costarica
1735,"richly savory, sweetly herb-toned. walnut, orange zest, spearmint, freesia-like flowers, brown sugar in aroma and cup. sweet-savory structure with round, gentle acidity; crisp, satiny mouthfeel. the richly drying, bittersweet finish centers on notes of walnut and brown sugar.",costarica
1736,"powerfully aromatic, fruit-centered. passionfruit, lychee, ginger flower, almond brittle, kumquat in aroma and cup. sweet-tart structure with apple-toned, malic acidity; full, syrupy mouthfeel. exceptionally harmonious and integrated finish into the far long.",colombia
1737,"evaluated as espresso. gently fruit-toned, crisply chocolaty. brazil nut, dried apricot, cocoa powder, marshmallow, orange zest in aroma and small cup. lightly creamy mouthfeel; richly sweet, nut-driven finish. in three parts milk, cocoa powder and brazil nut sweetly mingle.",indonesia
1738,"sweetly tart, richly savory. magnolia, pink grapefruit zest, ripe blackberry, dark chocolate, toffee in aroma and cup. brightly sweet, complex structure with high-toned acidity; plush, very syrupy mouthfeel. magnolia and blackberry notes lead in the long, resonant finish.",kenya
1739,"deeply sweet-savory. dark chocolate, fresh humus, yellow plum, cashew, oak in aroma and cup. sweet structure with brisk acidity; silky, lightly viscous mouthfeel. finish consolidates to earthy chocolate and nut.",sumatra
1741,"elegantly fruit-toned, lactic-leaning. mulberry, pineapple yogurt, cocoa nib, hop flowers, sandalwood in aroma and cup. bittersweet structure with bright, winy acidity; plush, syrupy mouthfeel. crisp finish with notes of pineapple yogurt and sandalwood.",ethiopia
1742,"sweetly bright, intense, perfumy. passionfruit, banana, chocolate fudge, cedar, lily in aroma and cup. juicy and lactic tangy-sweet in structure; creamy-smooth in mouthfeel. the sweet but gently drying finish consolidates to suggestions of chocolate, fruit and lily.",yemen
1743,"juicy-sweet, fruit-forward. blueberry pie, pink grapefruit zest, lilac, sandalwood, cocoa nib in aroma and cup. richly sweet with bright, floral acidity; lush, satiny mouthfeel. the resonant finish centers around blueberry and sandalwood notes with pink grapefruit undertones.",rwanda
1744,"elegantly fruit-driven, cocoa-toned. gogi berry, red plum, cocoa nib, star jasmine, sandalwood in aroma and cup. brightly sweet structure with very juicy acidity; plush, satiny mouthfeel. resonant, long, lingering finish.",ethiopia
1745,"juicy, fruit-toned, bright and lively. raspberry jam, dark chocolate, hop flowers, thyme, wild honey in aroma and cup. richly bittersweet in structure, balanced with juicy acidity; very smooth, syrupy mouthfeel. the finish centers around notes of raspberry and dark chocolate supported by richly bittersweet hop flowers.",ethiopia
1746,"juicy-bright, multi-layered. red currant, salted caramel, blood orange, star jasmine, cedar in aroma and cup. sweetly tart with richly vibrant, balanced acidity; very full, syrupy-smooth mouthfeel. the complexity of the cup carries through in the long, juicy finish.",kenya
1747,"delicately aromatic, complex. lilac, cocoa nib, pink grapefruit zest, shishito pepper, apricot in aroma and cup. sweetly tart with juicy, bright acidity; plush, syrupy-smooth mouthfeel. floral finish with cocoa undertones.",ethiopia
1748,"evaluated as espresso. chocolaty, sweetly spice-toned. dark chocolate, date, almond butter, nutmeg, molasses in aroma and small cup. creamy mouthfeel; crisply chocolaty finish. in three parts milk, chocolate notes take center stage, supported by almond and nutmeg.",mexico
1749,"richly fruit-toned, deeply chocolaty. dried raspberry, dark chocolate, pink peppercorn, amber in aroma and cup. sweet-tart structure with juicy acidity; delicate, silky-smooth mouthfeel. the finish, centered around chocolate and berry notes, is rich, resonant and long.",taiwan
1750,"spice-toned, exceptionally sweet. clove, cinnamon, green apple, cocoa nib, magnolia in aroma and cup. crisply sweet structure with lively acidity; very full, syrupy mouthfeel. the finish consolidates to spice-toned cocoa nib with a hint of magnolia.",guinea
1751,"sweet-tart, gently herbaceous. dried apricot, honey, cashew butter, cocoa nib, lemon verbena in aroma and cup. crisply sweet structure with even-keeled acidity; full, syrupy mouthfeel. the finish consolidates to notes of honey and cashew butter.",costarica
1752,"energetic, floral, multi-layered, intriguing. aromatic orchid, red plum, lemon verbena, nougat, sandalwood in aroma and cup. sweet-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. the flavor-saturated finish sustains all of the aroma and flavor notes of the cup in harmonious balance.",ethiopia
1753,"crisply sweet, nut-toned, richly floral. almond butter, lilac, lemon verbena, red apple, oak in aroma and cup. sweet structure with soft, round acidity; very full, syrupy-smooth mouthfeel. lemon verbena supports the resonantly nut-toned finish.",honduras
1754,"buoyant, delicate, vivacious. a bouquet of flowers — rose, magnolia, more — plus lemon, sandalwood, fresh tobacco in aroma and cup. sweet-tart in structure with a big, savory bottom. syrupy but lively mouthfeel. rich, sweet, balanced finish: tobacco, lemon.",guinea
1756,"balanced, sweetly savory. narcissus, date, orange zest, tamarind, cedar in aroma and cup. sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. the finish leads with notes of tamarind, supported by orange zest and cedar.",kenya
1757,"deeply rich, sweetly savory. pomelo, myrrh, dried apricot, dark chocolate, the pungent herb epazote in aroma and cup. juicy-sweet structure with tart, zesty acidity; plush, creamy mouthfeel. the resonant finish centers around notes of apricot and chocolate with hints of tarragon.",colombia
1758,"richly fruity, deeply chocolaty. dark chocolate, dried peach, honeysuckle, maple syrup, marjoram in aroma and cup. richly sweet structure with fruit-toned acidity; plush, syrupy-smooth mouthfeel. the long, resonant finish centers around notes of dark chocolate and honeysuckle.",panama
1759,"delicately fruit-toned, gently tart. dark chocolate, strawberry, jasmine, cedar, pink grapefruit zest in aroma and cup. sweetly tart structure with juicy acidity; crisp, satiny mouthfeel. chocolaty, fruit-toned finish, with undertones of cedar.",ethiopia
1760,"chocolaty, sweetly savory. baking chocolate, lemon verbena, pomegranate, fresh-cut oak, maple syrup in aroma and cup. sweet-toned structure with round acidity; full, satiny mouthfeel. quiet finish leads with notes of baking chocolate and maple syrup, supported by undertones of fresh-cut oak.",salvador
1761,"crisply sweet-tart, high-toned. meyer lemon zest, cocoa nib, hazelnut, dried hibiscus flower, marjoram in aroma and cup. bright, tart-leaning structure with juicy acidity; delicate, silky mouthfeel. citrusy finish supported by tart florals and cocoa nib.",colombia
1762,"delicate, multi-layered. narcissus, bergamot, cocoa nib, cedar, marjoram in aroma and cup. richly sweet structure with bright, balanced acidity; plush, silky mouthfeel. floral finish with ballast from cocoa nib.",ethiopia
1763,"sweetly tart and cocoa-toned. pineapple, cocoa, violet, agave syrup, hazelnut in aroma and cup. gently and brightly sweet-tart in structure; smooth and lively in mouthfeel. cocoa and pineapple carry into a sweet, quiet finish.",indonesia
1764,"delicate, sweetly tart, richly aromatic. lemon verbena, raspberry, sandalwood, almond butter, freesia-like flowers in aroma and cup. sweet structure with vibrant, citrusy acidity; very full, syrupy smooth mouthfeel. the finish consolidates to notes of lemon verbena and sandalwood.",taiwan
1765,"sweetly tart, fruit- and floral-toned. apricot, jasmine, cocoa nib, nougat, hazelnut butter in aroma and cup. sweet-tart structure with juicy, balanced acidity; plush, syrupy mouthfeel. the resonant, flavor-saturated finish carries over all the lovely aromatics from the cup.",ethiopia
1766,"spice-toned, sweetly earthy. dark chocolate, fresh humus, pipe tobacco, pink peppercorn, narcissus in aroma and cup. vibrantly sweet-savory structure; plush, velvety mouthfeel. dark chocolate carries the lingering finish.",indonesia
1767,"evaluated as espresso. richly fruit-centered, deeply aromatic. raspberry, dark chocolate, sandalwood, narcissus, lemon verbena in aroma and small cup. plush, viscous mouthfeel; fruit- and floral-toned finish. in three parts milk, spice-toned sweet florals preside, with support from rich chocolate notes.",ethiopia
1769,"richly sweet, cocoa-toned. dark chocolate, dried apricot, hazelnut, freesia-like flowers, maple syrup in aroma and cup. balanced, sweet structure with high-toned acidity; satiny-smooth mouthfeel. the finish is crisply chocolaty with undertones of dried apricot and hazelnut.",ethiopia
1770,"richly and cleanly fruit-forward. dried apricot, freesia-like flowers, nougat, cocoa nib, cedar in aroma and cup. sweet-toned with juicy, bright acidity; rich, satiny mouthfeel. flavor consolidates to pretty notes of dried apricot and nougat with undertones of cedar.",ethiopia
1771,"complex, multi-layered. nectarine, freesia, hop flowers, agave syrup, basil in aroma and cup. sweetly savory with high-toned acidity; plush, viscous mouthfeel. resonant, lingering, flavor-saturated finish.",colombia
1772,"brightly sweet-tart; juicy and complex. goji berry, dark chocolate, nutmeg, dark caramel, gardenia in aroma and cup. sweetly tart structure with winy acidity; very full, creamy mouthfeel. long, lingering fruit-forward finish with deep chocolate undertones.",costarica
1773,"a ready-to-drink black coffee, tested cold. dried guava, dark chocolate, frangipane, vanilla, cedar. sweet-tart structure with crisp, juicy acidity; refreshingly silky mouthfeel. guava and dark chocolate lead in the finish, with undertones of cedar and vanilla. like sweet guava ice cream with a cedar edge in milk.",brazil
1774,"richly and sweetly earth-toned. fresh humus, dark chocolate, gently scorched oak, almond, red apple in aroma and cup. sweet-savory structure with pert acidity; full, satiny mouthfeel. resonant, gently drying finish with sweetly smoky chocolate and fresh humus notes.",indonesia
1775,"delicately fruity, sweetly herbaceous. apricot, cocoa nib, vanilla bean, freesia, lemon-thyme in aroma and cup. savory-leaning structure with brisk acidity; viscous, syrupy-smooth mouthfeel. the crisp finish leads with notes of apricot and lemon-thyme.",ethiopia
1776,"concentrated, rich-toned, deep. dried plum, sandalwood, baking chocolate, star jasmine, lemon thyme in aroma and cup. deeply sweet structure with bright acidity; very full, satiny-smooth mouthfeel. finish consolidates to notes of dried plum and sandalwood with hints of baking chocolate.",yemen
1777,"crisply sweet-savory. baking chocolate, raspberry, cedar, shiitake mushroom, hazelnut in aroma and cup. sweetly savory structure with brisk acidity; velvety mouthfeel. the finish consolidates to notes of baking chocolate and cedar.",colombia
1780,"delicately citrusy, multi-layered. pink grapefruit zest, apricot, salted caramel, baking chocolate in aroma and cup. sweetly tart structure with bright, balanced acidity; energetic, satiny mouthfeel. the bright finish consolidates to notes of pink grapefruit zest and salted caramel.",burundi
1781,"richly floral-toned, vibrant. star jasmine, wild strawberry, honey, dark chocolate, mustard seed in aroma and cup. sweet-toned structure with delicately juicy acidity; full, syrupy mouthfeel. the flavor-saturated finish carries over all the notes from the cup.",ethiopia
1782,"deeply rich and sweet. molasses, dark chocolate, almond, lily, date in aroma and cup. sweet-toned structure with gentle, round acidity; velvety mouthfeel. crisp, quiet finish centers around notes of dark chocolate and almond.",uganda
1783,"crisply sweet-tart. almond butter, yellow plum, milk chocolate, clover flowers, a hint of thyme in aroma and cup. sweet-toned structure with mild acidity; satiny, delicate mouthfeel. the sweetly nut-toned finish is supported by notes of chocolate and thyme.",mexico
1784,"crisply sweet-savory. fresh-cut oak, pie cherry, thyme, maple syrup, hop flowers in aroma and cup. savory-leaning structure with bittersweet acidity; very full, viscous mouthfeel. crisp, richly wood-framed finish.",indonesia
1785,"quietly sweet-tart. pomegranate, fir, caramel, freesia, almond in aroma and cup. brisk acidity; lightly satiny mouthfeel. sweetly wood-framed finish supported by suggestions of freesia.",ethiopia
1786,"richly chocolaty, balanced. dark chocolate, peach, almond, cedar, lemon-thyme in aroma and cup. brightly sweet acidity; crisp, lightly satiny mouthfeel. chocolaty, nut-toned finish with cedar and herb notes.",guatemala
1787,"elegant, crisply fruit-toned. pluot, honeysuckle, cocoa nib, pink peppercorn, lemon in balm aroma and cup. sweetly tart with juicy, bright acidity; plush, syrupy-smooth mouthfeel. floral- and cocoa-toned finish.",ethiopia
1788,"evaluated as espresso. delicately fruit-forward, floral-toned. raspberry jam, cocoa nib, cherry blossom, cedar, molasses in aroma and small cup. satiny mouthfeel; sweetly tart, fruit-driven finish. in cappuccino-scaled milk, cocoa notes are amplified and tart fruit notes round to gentle sweetness.",salvador
1789,"balanced, integrated, richly sweet. fig newton, baking spices, cocoa nib, roasted cashew, freesia-like flowers in aroma and cup. fruit-forward structure with gentle acidity; viscous, syrupy mouthfeel. nut- and cocoa-driven finish.",indonesia
1790,"intensely aromatic, richly fruit-driven. dark chocolate, fermented pomegranate juice, gardenia, sassafras, meyer lemon zest in aroma and cup. sweet-savory structure with richly bittersweet, juicy acidity; syrupy-smooth mouthfeel. chocolaty and floral in the finish with a deliberate hint of ferment.",panama
1791,"chocolaty and sweetly herbaceous. dark chocolate, dried peach, sage, narcissus, scorched cedar in aroma and cup. complex sweet-savory structure with rich, balanced acidity; very full, syrupy mouthfeel. finish consolidates to smoky chocolate and sage notes.",kenya
1792,"delicately citrus- and floral-toned. bergamot, star jasmine, lemon verbena, cocoa nib, sandalwood in aroma and cup. sweet-tart structure with bright, vibrant acidity; lively, silky mouthfeel. finish consolidates to notes of cocoa nib and star jasmine.",ethiopia
1793,"deeply sweet-savory, yet bright and juicy. dark chocolate, candycap mushroom, red currant, marjoram, cedar in aroma and cup. sweetly savory structure with juicy, high-toned acidity; crisp, lightly satiny mouthfeel. the very long, very sweet finish is flavor-laden and rich.",kenya
1794,"brightly sweet, richly tart. rose hips, dried nectarine, frangipane, cedar, agave syrup in aroma and cup. tart-leaning structure with pert acidity; smooth, syrupy mouthfeel. finish consolidates to notes of rose hips and cedar.",ethiopia
1795,"balanced, cocoa-toned. cocoa nib, crisp pear, grapefruit zest, oak, magnolia in aroma and cup. sweet-toned structure with brisk acidity; full, syrupy mouthfeel. the cocoa-forward finish is complicated by notes of grapefruit zest and magnolia.",colombia
1796,"richly sweet-savory. salted caramel, tamarind, hazelnut, freesia, green peppercorn in aroma and cup. briskly sweet acidity; plush, syrupy-smooth mouthfeel. the lingering finish leads with salted caramel and tamarind.",taiwan
1797,"richly floral-toned, elegant, complex. star jasmine, tangerine zest, violet candy, cocoa nib, apricot in aroma and cup. very bright, juicy, delicately sweet-tart structure with high-toned acidity; lush, silky mouthfeel. the long, resonant, lingering finish carries over all the notes from the cup.",ecuador
1798,"delicate, richly aromatic, distinctively high-toned. bergamot, jasmine, meyer lemon zest, cocoa nib, praline in aroma and cup. sweetly tart, floral structure with juicy, balanced acidity; silky, buoyant mouthfeel. long, juicy, satisfying finish.",ethiopia
1799,"lushly floral-toned. vanilla orchid, ginger blossom, cocoa nib, pluot, pink grapefruit zest in aroma and cup. elegantly sweet structure with juicy, balanced acidity; very syrupy mouthfeel. the long, resonant, flavor-laden finish carries over all the aroma and flavor notes from the cup.",panama
1800,"evaluated as espresso. deep-toned, chocolaty and rich. chocolate fudge, black cherry, gardenia, hop flowers, gently scorched cedar in aroma and small cup. creamy, viscous mouthfeel; chocolaty, aromatic finish with rich cedar notes. decadently dessert-like in cappuccino-scaled milk with notes of chocolate fudge, black cherry and gardenia, all enveloped in an appealing, very subtle smokiness.",kenya
1801,"fruit-forward, tropical. passionfruit, cocoa nib, ginseng, amber, pineapple kefir in aroma and cup. bright balanced acidity; vibrant, silky mouthfeel. long, resonant, fruity finish.",ethiopia
1802,"citrusy and sweetly herbaceous, cocoa-toned. cocoa nib, marjoram, pink grapefruit zest, nougat, cedar in aroma and cup. sweetly savory with juicy acidity; silky-smooth mouthfeel. the finish consolidates to notes of cocoa nib, marjoram and nougat.",ethiopia
1803,"gently sweet-tart, complexly layered. dried blackberry, honeysuckle, hazelnut butter, cocoa nib, a hint of wine barrel in aroma and cup. sweetly tart structure with winey acidity; full, syrupy-smooth mouthfeel. finish consolidates to notes of hazelnut butter and cocoa nib with undertones of blackberry.",ethiopia
1804,"berry-driven, brightly sweet-tart. berry melange, cocoa nib, amber, cedar, a hint of sassafras in aroma and cup. complex, bittersweet structure with juicy acidity; very full, syrupy mouthfeel. the long, resonant finish centers around cocoa nib and raspberry notes.",guatemala
1805,"floral-toned, richly sweet, balanced. narcissus, dark chocolate, red plum, almond brittle, cedar in aroma and cup. sweet-tart structure with brisk acidity; very full, syrupy mouthfeel. the crisply sweet finish leads with notes of plum and chocolate with cedar undertones.",colombia
1806,"evaluated as espresso. complex, floral-toned. lavender, pear, kumquat, marjoram, pistachio in aroma and small cup. silky, viscous mouthfeel; sweetly herbaceous, citrusy finish. in three parts milk, rich, nutty, floral.",guatemala
1807,"very sweet, intricately balanced. milk chocolate, pineapple, nougat, oak, lily in aroma and cup. sweet-toned with very balanced acidity; crisp, lightly satiny mouthfeel. there’s a hint of sweet chocolate in the gently drying finish that’s predominated by aromatic wood notes.",guatemala
1809,"tangy-sweet, brisk. concord grape, lime zest, pistachio, musky rose, sourdough rye in aroma and cup. briskly bright in structure; full and syrupy in mouthfeel. the finish is crisp, rich and tangy-sour.",indonesia
1810,"richly sweet-savory, deep-toned. red currant, cola, dark chocolate, bay leaf, violet in aroma and cup. bright, juicy acidity; very full, syrupy smooth mouthfeel. resonant, integrated finish centered around notes of red currant and dark chocolate.",kenya
1811,"crisply sweet-tart, pleasingly nutty. red apple, almond brittle, freesia, lime zest, cedar in aroma and cup. sweet-tart structure with brisk acidity; delicate, satiny mouthfeel. quiet, gently nut-toned finish.",guatemala
1812,"bright with spice-toned florals. star jasmine, cocoa nib, grapefruit zest, agave syrup, cedar in aroma and cup. sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel. the satisfying finish leads with notes of star jasmine and pink grapefruit zest in the short, rounding to crisp cocoa in the long.",ethiopia
1813,"delicately fruit-forward, complex, multi-layered. bergamot, lychee, honeysuckle, lemon verbena, sandalwood in aroma and cup. bright, richly bittersweet structure with high-toned acidity; full, syrupy mouthfeel. integrated, flavor-laden finish.",colombia
1814,"deeply aromatic, rich-toned. bergamot, nectarine, cocoa nib, hazelnut butter, wisteria in aroma and cup. sweetly spice-toned with juicy, integrated acidity; silky, viscous mouthfeel. balanced, long, very bright finish.",ethiopia
1815,"deep, complex, aromatically enticing. red currant, almond brittle, hop flowers, pink grapefruit zest, molasses in aroma and cup. richly bittersweet, balanced structure with elegant, bright acidity; very syrupy, viscous mouthfeel. resonant, long, flavor-laden finish with appealing complexity.",tanzania
1816,"richly sweet-savory. mulberry, lemon verbena, dark chocolate, pink grapefruit zest, magnolia in aroma and cup. crisply sweet structure with vibrant, balanced acidity; plush, syrupy mouthfeel. chocolaty finish with undertones of magnolia and pink grapefruit zest.",salvador
1817,"chocolaty, crisply floral-toned. baking chocolate, lily, red plum, hazelnut, cedar in aroma and cup. gentle, round acidity; plush, creamy mouthfeel. sweet, chocolaty finish with undertones of hazelnut and cedar.",peru
1818,"sweet, bright, elegant. dark chocolate, hazelnut butter, freesia, nougat, cedar in aroma and cup. richly sweet structure with crisp, high-toned acidity; very full, satiny mouthfeel. finish consolidates to cocoa-toned nut and freesia supported by fresh-cut cedar.",colombia
1819,"floral-toned, richly fruity. narcissus, watermelon candy, dark chocolate, amber, clove in aroma and cup. sweet-savory structure with winey acidity; very full, syrupy mouthfeel. resonant, long, flavor-laden finish.",ethiopia
1820,"delicate, spice-toned, richly aromatic. narcissus-like flowers, cocoa nib, peach, lemon verbena, a hint of eucalyptus wood in aroma and cup. high-toned, vibrant acidity; full, syrupy mouthfeel. the deep, cocoa-toned finish centers around notes of narcissus and peach.",ethiopia
1821,"floral-toned, richly chocolaty. lilac, toffee, tangerine zest, amber, apricot in aroma and cup. bittersweet structure with delicately citrusy acidity; silky-smooth mouthfeel. the crisp finish consolidates to notes of toffee and tangerine zest with undertones of amber.",peru
1822,"bright, juicy, floral-toned. narcissus, red plum, cocoa nib, bay leaf, maple syrup in aroma and cup. gently tart structure with deep, juicy acidity; very syrupy-smooth mouthfeel. the finish leads with narcissus-like flowers and cocoa nib, with crisp maple syrup returning in the long.",ethiopia
